Year,Car Name,Mileage (kms),Fuel Type,Transmission,Price (Lakh),Location
2023,Hyundai i20 Magna BSVI,"49,803",Petrol,Manual,7.90,"Madhapur, Hyderabad"
2021,Skoda Kushaq 1.5 TSI Style DSG,"45,804",Petrol,Automatic,14.90,"Madhapur, Hyderabad"
2021,Hyundai Grand i10 Nios Sportz,"25,107",Petrol,Manual,6.09,"Begumbazar, Hyderabad"
2022,Maruti Ignis Zeta BSVI,"29,977",Petrol,Manual,6.02,"Uppal, Hyderabad"
2019,Maruti Baleno Alpha,"25,836",Petrol,Manual,6.79,"Miyapur, Hyderabad"
2013,Maruti Wagon R VXI BS IV,"64,000",Petrol,Manual,3.50,Hyderabad
2018,Maruti Baleno 1.2 CVT Delta,"52,492",Petrol,Automatic,6.19,"Dr.b R Ambedkar O.u S.o, Hyderabad"
2017,Ford Ecosport 1.5 Diesel Titanium,"1,30,000",Diesel,Manual,6.80,"Lb Nagar, Hyderabad"
2022,Maruti Brezza Zxi Plus DT BSVI,"70,000",Petrol,Manual,9.95,"Nehrunagar, Hyderabad"
2016,Maruti Vitara Brezza VDi,"82,000",Diesel,Manual,6.80,"Lb Nagar, Hyderabad"
2018,Honda City i-VTEC V,"89,000",Petrol,Manual,7.90,Hyderabad
2016,Maruti Vitara Brezza VDi,"92,000",Diesel,Manual,6.80,"Lb Nagar, Hyderabad"
2022,Hyundai Venue S Plus Diesel,"67,783",Diesel,Manual,9,"Nagole, Hyderabad"
2021,Maruti Wagon R CNG LXI Opt,"34,749",CNG,Manual,5.80,"Madhapur, Hyderabad"
2021,Maruti Vitara Brezza VXI,"49,200",Petrol,Manual,8.50,"Madhapur, Hyderabad"
2019,Honda WR-V i-VTEC VX,"22,824",Petrol,Manual,7.95,"Miyapur, Hyderabad"
2022,Renault KWID CLIMBER AMT BSVI,"4,159",Petrol,Automatic,5.30,"Begumbazar, Hyderabad"
2020,Skoda Superb Sportline BSVI,"28,700",Petrol,Automatic,28.95,"Bowenpally, Hyderabad"
2015,Hyundai i20 Asta 1.4 CRDi,"1,17,000",Diesel,Manual,5.75,"L B Nagar, Hyderabad"
2020,Nissan Kicks 1.3 Turbo XV Pre Option,"32,000",Petrol,Manual,8.99,"Vidyanagar, Hyderabad"
2022,Maruti Swift Dzire Tour S (O),"86,000",Petrol,Manual,5.70,"Yakutpura, Hyderabad"
2022,Volkswagen Taigun 1.5 TSI GT BSVI,"41,768",Petrol,Manual,14.20,"Begumbazar, Hyderabad"
2023,Hyundai i20 Sportz,"46,490",Petrol,Manual,7.75,"Nehrunagar, Hyderabad"
2019,Tata Nexon 1.2 Revotron XZ Plus,"28,244",Petrol,Manual,7.56,"Begumbazar, Hyderabad"
2018,Maruti Baleno 1.2 CVT Alpha,"53,385",Petrol,Automatic,5.95,"Rangareddi, Hyderabad"
2021,Maruti XL6 Zeta,"29,000",Petrol,Manual,10.80,"Lb Nagar, Hyderabad"
2021,Maruti Swift Dzire VXI,"45,816",Petrol,Manual,6.60,"Uppal, Hyderabad"
2021,Nissan Magnite XL BSVI,"38,977",Petrol,Manual,6,"Nagole, Hyderabad"
2019,Maruti Alto 800 VXI BSIV,"17,280",Petrol,Manual,3.20,"Begumbazar, Hyderabad"
2020,Renault KWID 1.0 RXL AMT,"27,418",Petrol,Automatic,3.84,"Begumbazar, Hyderabad"
2019,Maruti Swift Dzire VXI 1.2,"44,217",Petrol,Manual,6.11,"Uppal, Hyderabad"
2020,Audi A6 45 TFSI Technology,"51,000",Petrol,Automatic,38.95,"Banjara Hills, Hyderabad"
2021,Maruti Ignis Zeta AMT BSVI,"29,407",Petrol,Automatic,5.83,"Begumbazar, Hyderabad"
2016,Land Rover Range Rover Evoque 2.0 TD4 SE Dynamic,"41,279",Diesel,Automatic,34,"Madhapur, Hyderabad"
2018,Hyundai Creta 1.6 VTVT AT SX Plus,"96,884",Petrol,Automatic,9.41,"Miyapur, Hyderabad"
2017,Hyundai i20 Asta 1.2,"46,941",Petrol,Manual,6.78,"Uppal, Hyderabad"
2021,Hyundai Venue SX Turbo,"14,831",Petrol,Manual,9.34,"Miyapur, Hyderabad"
2017,Maruti Vitara Brezza LDi Option,"1,38,000",Diesel,Manual,6.95,"LB Nagar, Hyderabad"
2019,Nissan Kicks XV Premium Option D Dual Tone,"56,857",Diesel,Manual,9.50,"Nagole, Hyderabad"
2020,Kia Seltos HTX Diesel,"1,16,178",Diesel,Manual,13.50,"Nagole, Hyderabad"
2020,Renault Triber RXZ,"73,538",Petrol,Manual,5.29,"Begumbazar, Hyderabad"
2022,Mercedes-Benz C-Class C 200 BSVI,"12,947",Petrol,Automatic,57,"Madhapur, Hyderabad"
2022,Renault Triber RXL BSVI,"37,566",Petrol,Manual,6.75,"Musheerabad DSO, Hyderabad"
2013,Maruti Swift VXI,"82,000",Petrol,Manual,3.50,"Gandhi Bhawan, Hyderabad"
2019,Maruti Vitara Brezza ZDi,"1,29,000",Diesel,Manual,8.70,"Peerzadiguda, Hyderabad"
2019,Maruti Baleno 1.2 Zeta,"38,514",Petrol,Manual,5.97,"Rangareddi, Hyderabad"
2017,Hyundai i20 Asta 1.2,"59,455",Petrol,Manual,5.63,"Begumbazar, Hyderabad"
2021,Volkswagen Vento 1.0 TSI Highline AT,"52,000",Petrol,Automatic,8.99,"Ramgopalpet, Hyderabad"
2009,Toyota Fortuner 3.0 Diesel,"1,90,000",Diesel,Manual,8.85,"Bowenpally, Hyderabad"
2023,Renault Triber RXZ EASY-R AMT BSVI,"19,394",Petrol,Automatic,7.89,"Uppal, Hyderabad"
2015,Volkswagen Polo Exquisite 1.5 TDI Highline,"75,000",Diesel,Manual,5.95,"Lb Nagar, Hyderabad"
2018,Maruti Celerio X VXI BSIV,"77,487",Petrol,Manual,4.65,"Musheerabad DSO, Hyderabad"
2020,Maruti Ciaz Alpha BSVI,"92,440",Petrol,Manual,7.29,"Begumbazar, Hyderabad"
2021,Kia Seltos Anniversary Edition,"58,993",Petrol,Manual,12,"Kukatpally, Hyderabad"
2014,Maruti Swift Dzire VDI,"92,000",Diesel,Manual,5.20,"Lb Nagar, Hyderabad"
2020,Maruti S-Presso VXI Plus 2019-2022,"61,404",Petrol,Manual,3.65,"Miyapur, Hyderabad"
2013,Maruti Swift VDI,"1,23,000",Diesel,Manual,3.95,"Lb Nagar, Hyderabad"
2017,Volkswagen Ameo 1.2 MPI Highline Plus,"97,569",Petrol,Manual,4.50,"Begumbazar, Hyderabad"
2018,Honda City i-VTEC CVT ZX,"36,584",Petrol,Automatic,8.15,"Begumbazar, Hyderabad"
2020,Kia Seltos GTX Plus Diesel AT,"62,000",Diesel,Automatic,14.95,"Banjara Hills, Hyderabad"
2022,Maruti S-Presso VXi Plus BSVI,"20,000",Petrol,Manual,4.55,"Vidyanagar, Hyderabad"
2018,Maruti Baleno 1.2 Delta,"81,728",Petrol,Manual,5.15,"Kukatpally, Hyderabad"
2019,Hyundai Grand i10 1.2 Kappa Sportz BSIV,"33,000",Petrol,Manual,5.50,"Ramgopalpet, Hyderabad"
2017,Maruti S Cross Zeta DDiS 200 SH,"85,000",Diesel,Manual,7.99,"Lb Nagar, Hyderabad"
2020,Kia Seltos GTX Plus,"46,613",Petrol,Manual,13.50,"Lb Nagar, Hyderabad"
2018,Honda WR-V i-DTEC VX,"90,000",Diesel,Manual,6.75,"Banjara Hills, Hyderabad"
2017,Hyundai EON Era Plus,"13,117",Petrol,Manual,3.27,"Miyapur, Hyderabad"
2021,Tata Tigor XZ BSVI,"79,465",Petrol,Manual,5.04,"Begumbazar, Hyderabad"
2022,Maruti Baleno Alpha,"56,693",Petrol,Manual,8.50,"Nagol, Hyderabad"
2017,Volkswagen Ameo 1.5 TDI Highline AT,"87,407",Diesel,Automatic,5.39,"Miyapur, Hyderabad"
2018,Maruti Baleno 1.3 Delta,"57,000",Diesel,Manual,6.30,"Peerzadiguda, Hyderabad"
2018,Maruti Swift AMT ZXI BSIV,"37,000",Petrol,Automatic,6.85,Hyderabad
2018,Hyundai Creta 1.6 SX Automatic,"54,000",Petrol,Automatic,11.20,"Ramgopalpet, Hyderabad"
2016,Honda City i VTEC CVT VX,"92,474",Petrol,Automatic,6.99,"Musheerabad Dso, Hyderabad"
2015,Maruti Wagon R VXI BS IV,"59,000",Petrol,Manual,3.80,"LB Nagar, Hyderabad"
2016,Maruti Ciaz AT ZXi Plus,"51,800",Petrol,Automatic,7,"Madhapur, Hyderabad"
2020,Maruti Vitara Brezza ZXI,"40,000",Petrol,Manual,9,"LB Nagar, Hyderabad"
2017,Maruti Baleno 1.2 Delta,"72,708",Petrol,Manual,4.75,"Begumbazar, Hyderabad"
2023,Mercedes-Benz C-Class C 300d BSVI,"6,000",Diesel,Automatic,58.95,"Banjara Hills, Hyderabad"
2020,Mercedes-Benz GLS 400d 4MATIC,"61,000",Diesel,Automatic,94.95,"Banjara Hills, Hyderabad"
2018,Hyundai i20 1.2 Asta,"86,000",Petrol,Manual,5.60,"Uppal, Hyderabad"
2021,Kia Seltos HTE Diesel,"1,07,171",Diesel,Manual,10.20,"Vanastalipuram, Hyderabad"
2016,Maruti Vitara Brezza VDi,"92,000",Diesel,Manual,6.80,"Lb Nagar, Hyderabad"
2015,Hyundai i20 Asta 1.2,"77,269",Petrol,Manual,4.65,"Rangareddi, Hyderabad"
2014,Maruti Swift Dzire VDI,"54,000",Diesel,Manual,5.30,"Vanastalipuram, Hyderabad"
2015,Maruti Wagon R LXI BS IV,"46,545",Petrol,Manual,3.99,"Musheerabad Dso, Hyderabad"
2017,Mini 3 DOOR S,"47,000",Petrol,Automatic,28.45,"Bowenpally, Hyderabad"
2016,Maruti Baleno 1.2 CVT Delta,"67,000",Petrol,Automatic,5.80,"Lb Nagar, Hyderabad"
2018,Maruti Baleno 1.2 CVT Alpha,"49,615",Petrol,Automatic,6.80,"Madhapur, Hyderabad"
2017,Maruti Swift Dzire VXI 1.2,"97,960",Petrol,Manual,5.07,"Rangareddi, Hyderabad"
2009,Toyota Innova 2.5 E Diesel MS 8-seater,"2,04,396",Diesel,Manual,5.50,"Nehrunagar, Hyderabad"
2017,Honda WR-V i-VTEC S,"84,387",Petrol,Manual,5.07,"Rangareddi, Hyderabad"
2016,Maruti Baleno 1.2 Alpha,"85,377",Petrol,Manual,5.09,"Begumbazar, Hyderabad"
2018,Land Rover Discovery Sport Petrol HSE 7S,"72,000",Petrol,Automatic,29.95,"Banjara Hills, Hyderabad"
2014,Maruti Swift Dzire VDI,"91,700",Diesel,Manual,5.30,"Musheerabad Dso, Hyderabad"
2022,Skoda Kushaq 1.5 TSI Style DSG,"61,949",Petrol,Automatic,14,"Begumbazar, Hyderabad"
2017,Hyundai i20 Active 1.2 S,"73,271",Petrol,Manual,5.55,"Uppal, Hyderabad"
2018,Hyundai Santro Asta BSIV,"97,684",Petrol,Manual,3.74,"Rangareddi, Hyderabad"
2013,Maruti Swift Dzire VDI,"1,02,000",Diesel,Manual,4.25,"Khairatabad, Hyderabad"
2022,Hyundai Venue SX Diesel,"48,900",Diesel,Manual,11.88,"Madhapur, Hyderabad"
2013,Maruti Swift Dzire VDI,"1,67,899",Diesel,Manual,4,"Uppal, Hyderabad"
2017,Maruti S Cross Zeta DDiS 200 SH,"89,000",Diesel,Manual,7.80,"Lb Nagar, Hyderabad"
2015,Maruti Ritz ZDi,"1,30,000",Diesel,Manual,4.50,"Lb Nagar, Hyderabad"
2017,Maruti Vitara Brezza VDi Option,"96,000",Diesel,Manual,7.80,"Lb Nagar, Hyderabad"
2017,Hyundai i20 Asta 1.2,"97,000",Petrol,Manual,6.35,"Lb Nagar, Hyderabad"
2021,Maruti Wagon R ZXI 1.2,"59,000",Petrol,Manual,5.85,"Bowenpally, Hyderabad"
2013,Hyundai i10 Magna,"62,000",Petrol,Manual,3.10,"Bowenpally, Hyderabad"
2013,Maruti Ertiga ZDI,"85,000",Diesel,Manual,6.10,"LB Nagar, Hyderabad"
2014,Maruti Swift Dzire VDI,"95,548",Diesel,Manual,4.50,"Vanastalipuram, Hyderabad"
2019,Ford Figo 1.2P Titanium MT,"50,300",Petrol,Manual,5.09,"Vidyanagar, Hyderabad"
2015,Skoda Rapid 1.5 TDI Style Plus,"88,000",Diesel,Manual,5.50,"Lb Nagar, Hyderabad"
2021,Skoda Rapid 1.0 TSI Style,"37,300",Petrol,Manual,9.50,"Madhapur, Hyderabad"
2017,Honda City i VTEC V,"1,15,160",Petrol,Manual,5.65,"Rangareddi, Hyderabad"
2020,Hyundai Venue SX Diesel BSIV,"95,000",Diesel,Manual,10.50,"Lb Nagar, Hyderabad"
2016,Hyundai Grand i10 Sportz,"87,888",Petrol,Manual,4.95,"Musheerabad DSO, Hyderabad"
2015,Hyundai Grand i10 CRDi Asta,"85,370",Diesel,Manual,3.89,"Musheerabad Dso, Hyderabad"
2019,Maruti Swift VDI,"98,000",Diesel,Manual,6.10,"Peerzadiguda, Hyderabad"
2014,Maruti Ertiga ZDI,"89,642",Diesel,Manual,6.80,"Nagol, Hyderabad"
2021,Maruti Ertiga CNG VXI,"1,26,000",CNG,Manual,10.90,"Lb Nagar, Hyderabad"
2022,Volkswagen Virtus GT Plus BSVI,"47,779",Petrol,Manual,16.45,"Madhapur, Hyderabad"
2018,Maruti Baleno 1.3 Delta,"1,23,000",Diesel,Manual,6.25,"Peerzadiguda, Hyderabad"
2021,MG Gloster Savvy 6-Str,"57,646",Diesel,Automatic,36,"Madhapur, Hyderabad"
2017,Maruti Swift Dzire VXi AT,"86,972",Petrol,Automatic,6.45,"Musheerabad DSO, Hyderabad"
2017,Hyundai Grand i10 1.2 Kappa Sportz Option AT,"45,494",Petrol,Automatic,5.18,"Rangareddi, Hyderabad"
2019,Maruti S-Presso VXI Plus AT 2019-2022,"52,000",Petrol,Automatic,3.75,"Nehrunagar, Hyderabad"
2019,Maruti Baleno 1.2 Zeta,"51,000",Petrol,Manual,6.50,"Nagol, Hyderabad"
2019,Maruti Ciaz Alpha BSVI,"46,517",Petrol,Manual,7.39,"Uppal, Hyderabad"
2015,Hyundai i20 1.4 CRDi Anniversary Edition,"99,000",Diesel,Manual,5.65,"Lb Nagar, Hyderabad"
2020,Hyundai Verna SX,"59,241",Petrol,Manual,9.25,"Begumbazar, Hyderabad"
2016,Hyundai i20 Sportz 1.2,"1,12,810",Petrol,Manual,4.75,"Begumbazar, Hyderabad"
2019,Toyota Innova Crysta 2.8 GX AT 8S BSIV,"1,63,000",Diesel,Automatic,18.80,"Lb Nagar, Hyderabad"
2020,Datsun RediGO T,"32,359",Petrol,Manual,3.20,"Begumbazar, Hyderabad"
2021,Toyota Innova Crysta 2.4 ZX 7 STR,"80,000",Diesel,Manual,26.50,"Lb Nagar, Hyderabad"
2018,Hyundai Grand i10 1.2 Kappa Magna BSIV,"1,09,046",Petrol,Manual,4.10,"Kukatpally, Hyderabad"
2016,Ford Endeavour 3.2 Titanium AT 4X4,"1,17,476",Diesel,Automatic,22,"Musheerabad Dso, Hyderabad"
2013,Honda Brio EX MT,"64,000",Petrol,Manual,3.25,"Lb Nagar, Hyderabad"
2021,Maruti Ignis Alpha BSVI,"70,000",Petrol,Manual,6.30,"LB Nagar, Hyderabad"
2019,Maruti Baleno 1.2 CVT Zeta,"86,242",Petrol,Automatic,5.81,"Begumbazar, Hyderabad"
2020,Volkswagen Polo 1.0 TSI Highline Plus,"38,159",Petrol,Manual,7.26,"Begumbazar, Hyderabad"
2019,Volkswagen Polo 1.0 MPI Comfortline,"69,855",Petrol,Manual,5.05,"Rangareddi, Hyderabad"
2013,Hyundai i10 Magna,"96,443",Petrol,Manual,3.15,"Musheerabad DSO, Hyderabad"
2019,Maruti Baleno 1.2 CVT Delta,"92,304",Petrol,Automatic,5.81,"Begumbazar, Hyderabad"
2017,Toyota Fortuner 2.8 2WD MT BSIV,"1,00,000",Diesel,Manual,29,"Lb Nagar, Hyderabad"
2017,Hyundai Grand i10 1.2 Kappa Sportz Option AT,"92,670",Petrol,Automatic,4.58,"Rangareddi, Hyderabad"
2012,Maruti Ertiga ZDI,"65,000",Diesel,Manual,6.40,Hyderabad
2018,Honda Amaze VX i-VTEC,"85,937",Petrol,Manual,6.90,"Musheerabad DSO, Hyderabad"
2021,Hyundai Aura SX Option,"43,323",Petrol,Manual,6.12,"Begumbazar, Hyderabad"
2016,Maruti Vitara Brezza ZDi Plus,"1,07,030",Diesel,Manual,7.35,"Musheerabad DSO, Hyderabad"
2017,Hyundai Verna 1.6 VTVT AT SX,"84,231",Petrol,Automatic,6.02,"Begumbazar, Hyderabad"
2020,Hyundai Venue SX Turbo BSIV,"31,131",Petrol,Manual,8.49,"Begumbazar, Hyderabad"
2014,Hyundai i20 Asta 1.4 CRDi,"86,000",Diesel,Manual,4.25,"Bowenpally, Hyderabad"
2015,Hyundai Grand i10 Asta,"82,840",Petrol,Manual,3.76,"Begumbazar, Hyderabad"
2014,Hyundai Grand i10 Sportz,"1,07,367",Petrol,Manual,3.06,"Begumbazar, Hyderabad"
2017,Maruti Vitara Brezza ZDi,"1,31,751",Diesel,Manual,7.10,"Uppal, Hyderabad"
2014,Hyundai i20 Asta 1.4 CRDi,"85,858",Diesel,Manual,4.61,"Begumbazar, Hyderabad"
2016,Hyundai i20 Asta 1.4 CRDi,"97,000",Diesel,Manual,5.20,"Vanastalipuram, Hyderabad"
2018,Honda WR-V i-DTEC VX,"1,23,000",Diesel,Manual,7,"Kondapur, Hyderabad"
2018,Hyundai Grand i10 1.2 Kappa Sportz Option AT,"23,664",Petrol,Automatic,5.17,"Rangareddi, Hyderabad"
2012,Maruti Swift VDI,"81,000",Diesel,Manual,3.80,"LB Nagar, Hyderabad"
2020,Hyundai Aura SX Plus AMT Diesel,"44,900",Diesel,Automatic,7.49,"Vidyanagar, Hyderabad"
2017,Maruti Ignis 1.2 Sigma BSIV,"81,890",Petrol,Manual,4.35,"Musheerabad DSO, Hyderabad"
2012,Volkswagen Jetta 2.0L TDI Comfortline,"99,400",Diesel,Manual,4.25,"Madhapur, Hyderabad"
2015,Honda Amaze VX i-DTEC,"1,10,000",Diesel,Manual,4.35,Hyderabad
2017,Toyota Fortuner 2.7 2WD MT,"1,15,000",Petrol,Manual,28,"Lb Nagar, Hyderabad"
2015,Honda Jazz 1.2 SV i VTEC,"73,337",Petrol,Manual,4.20,"Begumbazar, Hyderabad"
2021,Mahindra XUV300 W8 Diesel BSVI,"42,000",Diesel,Manual,12.45,"LB Nagar, Hyderabad"
2013,Toyota Innova 2.5 G (Diesel) 8 Seater,"1,64,900",Diesel,Manual,8.50,"Nagol, Hyderabad"
2018,Honda WR-V i-DTEC VX,"1,28,000",Diesel,Manual,7.50,"Bowenpally, Hyderabad"
2016,Hyundai Creta 1.6 VTVT AT SX Plus,"54,020",Petrol,Automatic,8.40,"Rangareddi, Hyderabad"
2020,Mercedes-Benz C-Class C 220 CDI Elegance AT,"47,000",Diesel,Automatic,38.95,"Banjara Hills, Hyderabad"
2014,Hyundai i20 Asta 1.4 CRDi,"83,111",Diesel,Manual,5.50,"Uppal, Hyderabad"
2019,Maruti S Cross Zeta DDiS 200 SH,"94,000",Diesel,Manual,9.50,"Lb Nagar, Hyderabad"
2016,Hyundai i20 Asta 1.2,"77,093",Petrol,Manual,4.97,"Begumbazar, Hyderabad"
2018,Mini Cooper Countryman Cooper SD,"42,000",Diesel,Automatic,22.95,"Banjara Hills, Hyderabad"
2015,Hyundai Verna 1.6 CRDi SX,"99,587",Diesel,Manual,7.25,"Madhapur, Hyderabad"
2015,Maruti Swift VDI BSIV,"88,213",Diesel,Manual,5.55,"Musheerabad DSO, Hyderabad"
2022,Hyundai Creta SX Executive Diesel BSVI,"2,10,000",Diesel,Manual,17.10,"Lb Nagar, Hyderabad"
2011,Toyota Innova 2.5 V Diesel 7-seater,"1,56,000",Diesel,Manual,5.80,"Mehdipatnam, Hyderabad"
2012,Volvo XC60 D3 Summum,"1,49,278",Diesel,Automatic,9.95,"Nehrunagar, Hyderabad"
2015,Maruti Swift ZXI,"60,872",Petrol,Manual,4.16,"Begumbazar, Hyderabad"
2015,Maruti Swift VDI BSIV,"68,470",Diesel,Manual,5.85,"Musheerabad DSO, Hyderabad"
2018,Maruti Swift VDI BSIV,"66,000",Diesel,Manual,5.95,Hyderabad
2016,Hyundai i20 Asta 1.4 CRDi,"99,000",Diesel,Manual,6.50,"Lb Nagar, Hyderabad"
2018,Maruti S Cross Zeta DDiS 200 SH,"1,19,801",Diesel,Manual,8,"Vanastalipuram, Hyderabad"
2012,Skoda Yeti Elegance,"1,16,000",Diesel,Manual,4.35,"Mehdipatnam, Hyderabad"
2017,Skoda Rapid 1.5 TDI Ambition BSIV,"89,700",Diesel,Manual,6.85,"Peerzadiguda, Hyderabad"
2018,Maruti S Cross Zeta DDiS 200 SH,"85,000",Diesel,Manual,8.30,"Vaishalinagar, Hyderabad"
2016,Hyundai i20 Asta 1.4 CRDi,"1,00,035",Diesel,Manual,6.35,"Nagol, Hyderabad"
2021,Maruti Baleno Zeta,"69,067",Petrol,Manual,6.56,"Begumbazar, Hyderabad"
2016,Maruti Swift VDI BSIV,"1,26,000",Diesel,Manual,5.65,"Nagol, Hyderabad"
2016,Audi Q7 45 TDI Quattro Technology,"89,700",Diesel,Automatic,35,"Madhapur, Hyderabad"
2017,Maruti Baleno 1.2 CVT Zeta,"1,12,062",Petrol,Automatic,5.46,"Rahmath Nagar, Hyderabad"
